Reference,Journal_name,Publication_year,Experiment_year,IF,Data_details,Variable_name,Variable_identity,Plant_species,Plant_status,Herbivore_feeding_guild,cor,n,zr,var,Bio_var
Gossner et al. 2014,Plos One,2014,2009,3.3,Data from Figure 2,Percentage of total leaves_sucking damage_canopy,Herbivory,Fagus sylvatica,Native,Sap feeders,0.8936987342076758,3,1.4400050024164563,1,Bio_1
Gossner et al. 2014,Plos One,2014,2009,3.3,Data from Figure 2,Percentage of total leaves_sucking damage_understorey,Herbivory,Fagus sylvatica,Native,Sap feeders,-0.9433971218385161,3,-1.7680664897927598,1,Bio_1
Guo et al. 2025,Unpublished paper,2025,2019,NA,NA,Leaf area damage (%),Herbivory,Spartina alterniflora,Non-native,Defoliators,-0.11769446867770064,125,-0.11824246455969649,0.00819672131147541,Bio_1
Guo et al. 2025,Unpublished paper,2025,2019,NA,NA,Leaf area damage frequency,Herbivory,Spartina alterniflora,Non-native,Defoliators,-0.06494647453292474,125,-0.06503802204348319,0.00819672131147541,Bio_1
Harms & Cronin 2020,Scientific Reports,2020,2015,4.3,Data from Fgure 1a,ln(A. hygrophila per stem) resid.,Herbivory,Alternanthera philoxeroides,Non-native,Defoliators,0.6919970123248789,6,0.8517776456143722,0.3333333333333333,Bio_1
Harms & Cronin 2020,Scientific Reports,2020,2016,4.3,Data from Fgure 1a,ln(A. hygrophila per stem) resid.,Herbivory,Alternanthera philoxeroides,Non-native,Defoliators,0.17246614030402976,12,0.17420729861112014,0.1111111111111111,Bio_1
Harms & Cronin 2020,Scientific Reports,2020,2017,4.3,Data from Fgure 1a,ln(A. hygrophila per stem) resid.,Herbivory,Alternanthera philoxeroides,Non-native,Defoliators,0.4756616733894528,8,0.5173623114365662,0.2,Bio_1
Harms & Cronin 2020,Scientific Reports,2020,2018,4.3,Data from Fgure 1a,ln(A. hygrophila per stem) resid.,Herbivory,Alternanthera philoxeroides,Non-native,Defoliators,0.5146553201282237,8,0.5690419309601842,0.2,Bio_1
Harvey et al. 2013,Oecologia,2013,2009,2.8,Data from Figure 2(b),% Leaf damage,Herbivory,Senecio madagascariensis,Non-native,All folivores,0.09533711431009373,6,0.09562754475771754,0.3333333333333333,Bio_1
Harvey et al. 2013,Oecologia,2013,2009,2.8,Data from Figure 2(b),% Leaf damage,Herbivory,Senecio pinnatifolius,Native,All folivores,-0.07264331547262354,6,-0.07277150242122525,0.3333333333333333,Bio_1
Harvey et al. 2013,Oecologia,2013,2009,2.8,Data from Figure 3(d),Abundance (per unit biomass),Herbivore abundance,Senecio madagascariensis,Non-native,All folivores,0.5034258209716554,6,0.5538843937187061,0.3333333333333333,Bio_1
Harvey et al. 2013,Oecologia,2013,2009,2.8,Data from Figure 3(d),Abundance (per unit biomass),Herbivore abundance,Senecio pinnatifolius,Native,All folivores,0.048482513907555494,6,0.048520554496697434,0.3333333333333333,Bio_1
Heatwole et al. 1999,Selbyana,1999,NA,NA,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Leaf area damage (%),Herbivory,Angophora floribunda,Native,All folivores,-0.5496123687316776,3,-0.6178257395796447,1,Bio_1
Heatwole et al. 1999,Selbyana,1999,NA,NA,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Leaf area damage (%),Herbivory,Eucalyptus camaldulensis,Native,All folivores,0.4731374441314132,4,0.5141050056849064,1,Bio_1
Heatwole et al. 1999,Selbyana,1999,NA,NA,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Leaf area damage (%),Herbivory,Eucalyptus melliodora,Native,All folivores,-0.9403910661937424,3,-1.7414196766694163,1,Bio_1
Heatwole et al. 1999,Selbyana,1999,NA,NA,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Leaf area damage (%),Herbivory,Eucalyptus populnea,Native,All folivores,0.8873974769082471,3,1.4095450198796027,1,Bio_1
Heatwole et al. 1999,Selbyana,1999,NA,NA,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Losses,Herbivory,Angophora floribunda,Native,Defoliators,-0.23822662688360036,3,-0.24289319726021083,1,Bio_1
Heatwole et al. 1999,Selbyana,1999,NA,NA,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Losses,Herbivory,Eucalyptus camaldulensis,Native,Defoliators,0.45179704794984094,4,0.4869559213172453,1,Bio_1
Heatwole et al. 1999,Selbyana,1999,NA,NA,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Losses,Herbivory,Eucalyptus melliodora,Native,Defoliators,-0.9623810794587191,3,-1.9772033608255064,1,Bio_1
Heatwole et al. 1999,Selbyana,1999,NA,NA,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Losses,Herbivory,Eucalyptus populnea,Native,Defoliators,0.9376550155755344,3,1.7182752697228107,1,Bio_1
Hinz et al. 2012,Biological Invasions,2012,2002,3.1,Data from Figure 3,% shoot attack,Herbivory,Lepidium draba,Non-native,Stem feeders,0.5019895413183063,27,0.5519623954783057,0.041666666666666664,Bio_1
Hinz et al. 2012,Biological Invasions,2012,2003,3.1,Data from Figure 3,% shoot attack,Herbivory,Lepidium draba,Native,Stem feeders,0.07059087355406052,16,0.07070847849683734,0.07692307692307693,Bio_1
Hinz et al. 2012,Biological Invasions,2012,2003,3.1,Data from Figure 3,% shoot attack,Herbivory,Lepidium draba,Non-native,Stem feeders,-0.04517778541888526,26,-0.045208559553978254,0.043478260869565216,Bio_1
Hiura & Nakamura 2013,Basic and Applied Ecology,2013,2005,3.5,Data from Figure 2(A),Chewing herbivory,Herbivory,Fagus crenata,Native,Defoliators,-0.15557699512174644,19,-0.15685075071796908,0.0625,Bio_1
Hiura & Nakamura 2013,Basic and Applied Ecology,2013,2005,3.5,Data from Figure 2(C),Log mine density,Herbivore abundance,Fagus crenata,Native,Miners,0.5385297492999266,20,0.6020824707299559,0.058823529411764705,Bio_1
Hiura & Nakamura 2013,Basic and Applied Ecology,2013,2005,3.5,Data from Figure 2(E),Log gall density,Herbivore abundance,Fagus crenata,Native,Gallers,0.10341091804709099,20,0.10378192061065984,0.058823529411764705,Bio_1
Hiura & Nakamura 2013,Basic and Applied Ecology,2013,2006,3.5,Data from Figure 2(B),Chewing herbivory,Herbivory,Fagus crenata,Native,Defoliators,-0.5066577264781058,10,-0.5582229252287019,0.14285714285714285,Bio_1
Hiura & Nakamura 2013,Basic and Applied Ecology,2013,2006,3.5,Data from Figure 2(D),Log mine density,Herbivore abundance,Fagus crenata,Native,Miners,0.7837030278042679,8,1.0548972501786902,0.2,Bio_1
Hiura & Nakamura 2013,Basic and Applied Ecology,2013,2006,3.5,Data from Figure 2(F),Log gall density,Herbivore abundance,Fagus crenata,Native,Gallers,0.3680863132092486,9,0.3862076886784173,0.16666666666666666,Bio_1
Johnstone 1981,Biotropica,1981,1981,2.3,Data from Table 5,Leaf area eaten (%),Herbivory,Avicennia marina,Native,Defoliators,0.8964501787917707,3,1.4538431147427975,1,Bio_1
Kambo & Kotanen 2014,Biological Invasions,2014,2010,3.1,Data from Figure 2,Blotch Damage,Herbivory,Arctium minus,Non-native,Miners,0.4173716166185916,26,0.44450494970174276,0.043478260869565216,Bio_1
Kambo & Kotanen 2014,Biological Invasions,2014,2010,3.1,Data from Figure 2,Herbivore Damage (proportion),Herbivory,Arctium minus,Non-native,All folivores,0.6346207561520912,73,0.7491151322954701,0.014285714285714285,Bio_1
Kambo & Kotanen 2014,Biological Invasions,2014,2010,3.1,Data from Figure 2,Hole Damage (proportion),Herbivory,Arctium minus,Non-native,Defoliators,0.5488929698629654,79,0.6167955565128362,0.013157894736842105,Bio_1
Kambo & Kotanen 2014,Biological Invasions,2014,2010,3.1,Data from Figure 2(a),Serpentine Damage,Herbivory,Arctium minus,Non-native,Miners,0.30672033658685854,32,0.3169211223495411,0.034482758620689655,Bio_1
Kambo & Kotanen 2014,Biological Invasions,2014,2010,3.1,Data from Figure 3,Total Blotch Mines,Herbivore abundance,Arctium minus,Non-native,Miners,0.2718443944204641,33,0.27885431785093695,0.03333333333333333,Bio_1
Kambo & Kotanen 2014,Biological Invasions,2014,2010,3.1,Data from Figure 3,Total Serpentine Mines,Herbivore abundance,Arctium minus,Non-native,Miners,0.26601953473753553,35,0.2725753093454854,0.03125,Bio_1
Kambo & Kotanen 2014,Biological Invasions,2014,2010,3.1,Data from Figure 4,Seed Herbivory,Herbivory,Arctium minus,Non-native,Seed feeders,0.7424685241222099,51,0.9559580648939776,0.020833333333333332,Bio_1
Katz & Ibanez 2016,Biological Invasions,2016,2010,3.1,Data from Figure 1,Foliar damage,Herbivory,Berberis thunbergii,Non-native,All folivores,-0.7358349857241668,5,-0.9413349372197433,0.5,Bio_1
Katz & Ibanez 2016,Biological Invasions,2016,2010,3.1,Data from Figure 1,Foliar damage,Herbivory,Celastrus orbiculatus,Non-native,All folivores,-0.60460085732611,5,-0.700367287564063,0.5,Bio_1
Katz & Ibanez 2016,Biological Invasions,2016,2010,3.1,Data from Figure 1,Foliar damage,Herbivory,Elaeagnus umbellata,Non-native,All folivores,-0.9450573386139988,5,-1.7833783072247462,0.5,Bio_1
Kent et al. 2020,Ecology and Evolution,2020,2015,2.9,Data from Raw data,herbavg,Herbivory,Andropogon gerardii,Native,Defoliators,0.11568893516599775,130,0.11620924406028185,0.007874015748031496,Bio_1
Kent et al. 2020,Ecology and Evolution,2020,2015,2.9,Data from Raw data,herbavg,Herbivory,Bouteloua dactyloides,Native,Defoliators,0.20690638898824812,102,0.20993719999343424,0.010101010101010102,Bio_1
Kent et al. 2020,Ecology and Evolution,2020,2015,2.9,Data from Raw data,herbavg,Herbivory,Bouteloua eriopoda,Native,Defoliators,0.029572350642210296,104,0.02958097574440486,0.009900990099009901,Bio_1
Kent et al. 2020,Ecology and Evolution,2020,2015,2.9,Data from Raw data,herbavg,Herbivory,Bouteloua gracilis,Native,Defoliators,0.1081471460840268,257,0.10857175240995243,0.003937007874015748,Bio_1
Kent et al. 2020,Ecology and Evolution,2020,2015,2.9,Data from Raw data,herbavg,Herbivory,Schizachyrium scoparium,Native,Defoliators,-0.08142788911432572,205,-0.08160857773134803,0.0049504950495049506,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 3,Abundance (number of individuals)_Coleoptera,Herbivore abundance,Solanum carolinense,Native,Defoliators,-0.24308792305182092,6,-0.248053361786051,0.3333333333333333,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 3,Abundance (number of individuals)_Coleoptera,Herbivore abundance,Solidago altissima,Native,Defoliators,-0.6991946026368083,6,-0.8657230596759441,0.3333333333333333,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 3,Abundance (number of individuals)_Gallers,Herbivore abundance,Solidago altissima,Native,Gallers,-0.3456958329174135,6,-0.36054708776588523,0.3333333333333333,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 3,Abundance (number of individuals)_Hemiptera,Herbivore abundance,Solanum carolinense,Native,Sap feeders,0.8034501151794229,6,1.1082702870465997,0.3333333333333333,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 3,Abundance (number of individuals)_Hemiptera,Herbivore abundance,Solidago altissima,Native,Sap feeders,0.3201729463290711,6,0.3318397969795584,0.3333333333333333,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 3,Abundance (number of individuals)_Lepidoptera,Herbivore abundance,Solanum carolinense,Native,Defoliators,0.671573091222909,6,0.8136030597882649,0.3333333333333333,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 3,Abundance (number of individuals)_Lepidoptera,Herbivore abundance,Solidago altissima,Native,Defoliators,0.7092703748730516,6,0.8857140825438501,0.3333333333333333,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 3,Abundance (number of individuals)_Orthoptera,Herbivore abundance,Solidago altissima,Native,Defoliators,0.020906817541219317,6,0.020909864428935273,0.3333333333333333,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 4,Cumulative leaf damage (%),Herbivory,Solanum carolinense,Native,Defoliators,0.5205884317543636,18,0.5771466063481412,0.06666666666666667,Bio_1
Kim 2014,Oikos,2014,2008,3.6,Data from Figure 4,Cumulative leaf damage (%),Herbivory,Solidago altissima,Native,Defoliators,-0.32932906303846055,18,-0.34207551014005255,0.06666666666666667,Bio_1
Koop 2004,Florida Scientist,2004,2000,NA,Data from Figure 2,Percent Herbivory,Herbivory,Ardisia elliptica,Non-native,Defoliators,0.5628311633006171,7,0.6369674145913108,0.25,Bio_1
Koop 2004,Florida Scientist,2004,2000,NA,Data from Figure 2,Percent Herbivory,Herbivory,Ardisia escallonioides,Native,Defoliators,0.5475663621167921,7,0.6148988956509299,0.25,Bio_1
Kozlov et al. 2009,Environmental Pollution,2009,NA,8.071,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Losses,Herbivory,Betula pubescens,Native,Defoliators,0.6963188601574073,6,0.8601187685006421,0.3333333333333333,Bio_1
Kozlov et al. 2009,Environmental Pollution,2009,NA,8.071,Data from Kozlov et al. 2015c Global Ecology and Biogeography Appendix S3,Losses,Herbivory,Salix caprea,Native,Defoliators,0.42147184886850936,4,0.4494804596699492,1,Bio_1
Kozlov et al. 2013,Ecography,2013,2008,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_F, 2008",Herbivore abundance,Betula pendula,Native,Miners,0.08633240972829659,8,0.08654786072669195,0.2,Bio_1
Kozlov et al. 2013,Ecography,2013,2008,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_F, 2008",Herbivore abundance,Betula pubescens,Native,Miners,0.5627906014409394,9,0.6369080480033813,0.16666666666666666,Bio_1
Kozlov et al. 2013,Ecography,2013,2008,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2008",Herbivore abundance,Betula pendula,Native,Miners,0.7833425757080666,9,1.0539636588254857,0.16666666666666666,Bio_1
Kozlov et al. 2013,Ecography,2013,2008,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2008",Herbivore abundance,Betula pubescens,Native,Miners,0.8159585462201627,10,1.1446038537066043,0.14285714285714285,Bio_1
Kozlov et al. 2013,Ecography,2013,2009,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_K, 2009",Herbivore abundance,Betula pendula,Native,Miners,0.7583372267726701,8,0.9922903143393397,0.2,Bio_1
Kozlov et al. 2013,Ecography,2013,2009,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_K, 2009",Herbivore abundance,Betula pubescens,Native,Miners,0.780034930070156,10,1.0454597530140428,0.14285714285714285,Bio_1
Kozlov et al. 2013,Ecography,2013,2009,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2009",Herbivore abundance,Betula pendula,Native,Miners,0.8310455536770458,9,1.1915066466430428,0.16666666666666666,Bio_1
Kozlov et al. 2013,Ecography,2013,2009,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2009",Herbivore abundance,Betula pubescens,Native,Miners,0.6712320604300017,10,0.8129821215491504,0.14285714285714285,Bio_1
Kozlov et al. 2013,Ecography,2013,2010,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_A, 2010",Herbivore abundance,Betula pendula,Native,Miners,-0.898582778739833,9,-1.4648100346261175,0.16666666666666666,Bio_1
Kozlov et al. 2013,Ecography,2013,2010,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_A, 2010",Herbivore abundance,Betula pubescens,Native,Miners,-0.2218474962851706,10,-0.22559840415915292,0.14285714285714285,Bio_1
Kozlov et al. 2013,Ecography,2013,2010,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2010",Herbivore abundance,Betula pendula,Native,Miners,0.08472465393446461,9,0.08492825696200923,0.16666666666666666,Bio_1
Kozlov et al. 2013,Ecography,2013,2010,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2010",Herbivore abundance,Betula pubescens,Native,Miners,0.3781978262090279,10,0.397955004035135,0.14285714285714285,Bio_1
Kozlov et al. 2013,Ecography,2013,2011,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_N, 2011",Herbivore abundance,Betula pendula,Native,Miners,-0.5624867057376756,3,-0.6364633905125815,1,Bio_1
Kozlov et al. 2013,Ecography,2013,2011,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_N, 2011",Herbivore abundance,Betula pubescens,Native,Miners,0.2913378140323931,10,0.3000275388100766,0.14285714285714285,Bio_1
Kozlov et al. 2013,Ecography,2013,2011,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2011",Herbivore abundance,Betula pendula,Native,Miners,-0.018533996044924877,9,-0.018536118680635913,0.16666666666666666,Bio_1
Kozlov et al. 2013,Ecography,2013,2011,6.4,Data from Figure 3,"Abundance, mines/kg offoliage_R, 2011",Herbivore abundance,Betula pubescens,Native,Miners,0.607515808709617,10,0.7049745154821443,0.14285714285714285,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula nana_Defoliators_DL",Herbivory,Betula nana,Native,Defoliators,-0.002835617503973935,3,-0.002835625104152326,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula nana_Defoliators_LA",Herbivory,Betula nana,Native,Defoliators,0.3229330428832859,3,0.33491819103173764,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula pubescens_Defoliators_DL",Herbivory,Betula pubescens,Native,Defoliators,0.9953060103003145,3,3.026134901557003,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula pubescens_Defoliators_LA",Herbivory,Betula pubescens,Native,Defoliators,0.9801627195552586,3,2.301685641901018,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula pubescens_Miners_DL",Herbivory,Betula pubescens,Native,Miners,0.7208893246787065,3,0.9094940482568133,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Betula pubescens_Miners_LA",Herbivory,Betula pubescens,Native,Miners,0.8318212686944989,3,1.1940193445063025,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix lanata_Defoliators_DL",Herbivory,Salix lanata,Native,Defoliators,0.6816554965895288,4,0.8321999306935447,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix lanata_Defoliators_LA",Herbivory,Salix lanata,Native,Defoliators,0.5730537977657428,4,0.6520580440035204,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix lanata_Gallers_DL",Herbivory,Salix lanata,Native,Gallers,0.4909362527195858,4,0.5372931550951531,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix lanata_Gallers_LA",Herbivory,Salix lanata,Native,Gallers,0.4909362527195858,4,0.5372931550951531,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix myrtilloides_Defoliators_DL",Herbivory,Salix myrtilloides,Native,Defoliators,-0.8288324416664542,3,-1.1843950410831716,1,Bio_1
Kozlov et al. 2015a,Polar Biology,2015,2013,1.9,Data from Table 2,"Foliar damage (%), mean ± SE_Salix myrtilloides_Defoliators_LA",Herbivory,Salix myrtilloides,Native,Defoliators,-0.8997982790892198,3,-1.4711588136781197,1,Bio_1
